chrom,start,end,build_region_index,peak_h1:ezh2
chr10,127347000,127348000,282091,False
chr20,33654000,33655000,1122498,False
chr7,4146000,4147000,1749069,False
chr1,24865000,24866000,21010,False
chr10,124749000,124750000,279877,False
chr13,81693000,81694000,535333,False
chr5,166635000,166636000,1603409,False
chr9,101289000,101290000,2028640,False
chr15,44009000,44010000,642624,False
chr11,69046000,69047000,334574,False
chr20,54881000,54882000,1141300,False
chr4,116798000,116799000,1432226,False
chr3,189284000,189285000,1346543,False
chr4,13000,14000,1353973,False
chrX,149893000,149894000,2131777,False
chr5,31828000,31829000,1505462,False
chr1,73605000,73606000,62277,False
chr14,89722000,89723000,612009,False
chr8,71347000,71348000,1916033,False
chr6,26190000,26191000,1638459,False
chr2,28532000,28533000,940865,False
chr5,28421000,28422000,1503115,False
chr12,66090000,66091000,435240,False
chr17,44559000,44560000,784194,True
chr9,70008000,70009000,2003476,False
chr8,72254000,72255000,1916711,False
chrX,122406000,122407000,2118865,False
chr10,120411000,120412000,276119,False
chr1,192154000,192155000,136366,False
chr10,78822000,78823000,243305,False
chr16,29338000,29339000,713474,False
chr5,121709000,121710000,1568645,False
chr20,45282000,45283000,1132533,False
chrX,41743000,41744000,2083360,False
chr2,131680000,131681000,1013631,False
chr11,44464000,44465000,319447,False
chr12,92182000,92183000,454479,False
chr9,114121000,114122000,2038481,False
chr6,110560000,110561000,1697532,False
chr1,208298000,208299000,149866,False
chr8,37054000,37055000,1891774,False
chrX,143385000,143386000,2129383,False
chr16,75494000,75495000,738540,True
chr6,168165000,168166000,1743140,False
chr5,73207000,73208000,1533340,False
chr7,89692000,89693000,1809912,False
chr2,9597000,9598000,925676,False
chr1,113597000,113598000,92574,False
chr9,21640000,21641000,1988353,False
chr1,238485000,238486000,175726,False
chr14,33921000,33922000,570175,False
chr2,55535000,55536000,962072,False
chr3,61239000,61240000,1253277,False
chr17,36799000,36800000,777532,False
chr8,137925000,137926000,1966867,False
chr4,99647000,99648000,1420257,False
chr2,12370000,12371000,928193,False
chr12,131104000,131105000,487188,False
chr14,78144000,78145000,604352,False
chr11,7309000,7310000,292742,False
chr3,113699000,113700000,1286846,False
chr15,24416000,24417000,628440,False
chr17,1904000,1905000,752641,False
chr7,115272000,115273000,1830194,False
chr8,106304000,106305000,1942492,False
chr7,152128000,152129000,1859220,False
chr8,28399000,28400000,1885656,False
chr12,100631000,100632000,461414,False
chr17,54974000,54975000,792259,False
chr12,57890000,57891000,429139,False
chr6,139164000,139165000,1719578,False
chr6,126577000,126578000,1709205,False
chr2,142873000,142874000,1021305,False
chr11,43771000,43772000,318861,False
chr7,66285000,66286000,1792527,False
chr4,43422000,43423000,1384599,False
chr15,71573000,71574000,665442,False
chr6,28253000,28254000,1640052,False
chr14,35596000,35597000,571677,False
chr10,45034000,45035000,217842,False
chr1,179578000,179579000,126510,False
chr1,3585000,3586000,2604,False
chr1,217146000,217147000,157141,False
chr3,44049000,44050000,1238858,False
chr11,8426000,8427000,293610,False
chr1,217689000,217690000,157565,False
chr21,38766000,38767000,1168684,False
chr14,99080000,99081000,619931,False
chr15,26505000,26506000,629698,False
chr12,72500000,72501000,440602,False
chr7,150506000,150507000,1857767,False
chr11,134830000,134831000,384962,False
chr22,36585000,36586000,1192713,False
chrX,84668000,84669000,2101871,False
chr6,83072000,83073000,1678700,False
chr17,36085000,36086000,777082,False
chr4,145833000,145834000,1451584,False
chr15,44208000,44209000,642797,False
chr8,126168000,126169000,1957533,False
chr13,21588000,21589000,491347,False
chr22,39244000,39245000,1195153,True
chr6,106321000,106322000,1693806,False
chr5,164066000,164067000,1601843,False
chr11,6015000,6016000,291797,False
chr2,79446000,79447000,980626,False
chr7,107502000,107503000,1824482,False
chr3,113483000,113484000,1286663,False
chr3,63800000,63801000,1255301,False
chr10,7399000,7400000,190331,False
chr14,50494000,50495000,581035,False
chr11,71898000,71899000,337003,False
chr6,116201000,116202000,1701819,False
chr19,2846000,2847000,874811,False
chr3,63642000,63643000,1255183,False
chr2,86195000,86196000,984937,False
chr4,77046000,77047000,1404317,False
chr7,148704000,148705000,1856240,False
chr7,48484000,48485000,1784595,False
chr16,79903000,79904000,741959,False
chr3,4771000,4772000,1208348,False
chr1,212763000,212764000,153697,False
chr19,57668000,57669000,917417,False
chr8,63256000,63257000,1909886,False
chr4,175553000,175554000,1471880,False
chr8,57046000,57047000,1905201,False
chrX,24050000,24051000,2074303,False
chr13,28148000,28149000,496583,False
chrX,47124000,47125000,2086639,False
chr10,95529000,95530000,256150,False
chr16,17508000,17509000,704686,False
chr14,56158000,56159000,585878,False
chr9,39146000,39147000,2000124,False
chr4,136706000,136707000,1444736,False
chr7,2955000,2956000,1748035,False
chr8,73288000,73289000,1917468,False
chr12,63069000,63070000,432682,False
chr7,140767000,140768000,1850603,False
chr5,73874000,73875000,1533949,False
chr10,122786000,122787000,278166,False
chr14,87631000,87632000,610298,False
chr5,39354000,39355000,1511836,False
chr10,60234000,60235000,227959,False
chr2,53117000,53118000,959991,False
chr11,11098000,11099000,296020,False
chr6,127447000,127448000,1709835,False
chrX,151960000,151961000,2133104,False
chr5,164318000,164319000,1602007,False
chr4,8785000,8786000,1361569,False
chr13,105979000,105980000,552805,False
chr1,29397000,29398000,25157,False
chr17,13317000,13318000,762043,False
chr4,123722000,123723000,1436961,False
chr11,110354000,110355000,365151,False
chr2,113503000,113504000,1001348,True
chr22,35133000,35134000,1191385,False
chr1,178236000,178237000,125334,False
chr14,60077000,60078000,589020,False
chr13,43341000,43342000,508657,False
chr7,55919000,55920000,1789765,False
chr16,69037000,69038000,733204,False
chr18,72262000,72263000,866246,False
chr6,85084000,85085000,1680171,False
chrX,143817000,143818000,2129540,False
chr11,47097000,47098000,321849,False
chr12,25943000,25944000,405806,False
chr13,43771000,43772000,508989,False
chrX,132262000,132263000,2123671,False
chr6,7816000,7817000,1622744,False
chr1,1996000,1997000,1211,False
chr14,52943000,52944000,583164,False
chr5,61665000,61666000,1525613,False
chr11,110290000,110291000,365092,False
chr12,63028000,63029000,432647,False
chr13,49991000,49992000,514135,False
chr4,168124000,168125000,1466800,False
chr5,80999000,81000000,1540065,False
chr5,126764000,126765000,1572725,False
chrX,136056000,136057000,2126099,False
chr7,113010000,113011000,1828597,False
chr15,48652000,48653000,645998,False
chr4,142936000,142937000,1449524,False
chr5,14582000,14583000,1493696,True
chr5,35991000,35992000,1508930,True
chr5,154765000,154766000,1595260,False
chr17,77568000,77569000,812469,False
chr9,14014000,14015000,1982395,False
chr12,101834000,101835000,462378,False
chr2,70070000,70071000,973748,False
chr4,3901000,3902000,1357392,False
chr12,116734000,116735000,475297,False
chr16,21390000,21391000,707395,False
chr22,45972000,45973000,1201234,True
chr5,21254000,21255000,1498623,False
chr8,32730000,32731000,1889142,False
chr8,30317000,30318000,1887386,False
chr4,89309000,89310000,1413774,False
chr3,13121000,13122000,1214987,False
chr5,57269000,57270000,1522073,False
chr3,110524000,110525000,1284349,False
chr2,162301000,162302000,1035760,False
chr22,48599000,48600000,1203417,False
chr13,35190000,35191000,502355,False
chr7,87290000,87291000,1808336,False
chr1,9070000,9071000,7288,False
chr12,65744000,65745000,434915,False
chr12,86336000,86337000,450199,False
chr2,169018000,169019000,1040512,False
chr3,146840000,146841000,1313113,False
chr11,92630000,92631000,352348,False
chr19,5345000,5346000,877119,False
chr14,51319000,51320000,581765,False
chr18,79788000,79789000,871894,True
chr15,61732000,61733000,656455,False
chr12,84235000,84236000,448819,False
chr10,75613000,75614000,240546,False
chr2,33829000,33830000,945444,False
chrX,148968000,148969000,2131270,False
chr11,59046000,59047000,325927,False
chr3,97532000,97533000,1274936,False
chr15,93771000,93772000,684070,False
chr1,32462000,32463000,27926,False
chr2,211592000,211593000,1073454,False
chr3,48958000,48959000,1243167,False
chr15,42276000,42277000,641204,False
chr9,133778000,133779000,2055231,False
chr4,151347000,151348000,1455653,False
chr11,36490000,36491000,314807,False
chr3,157528000,157529000,1321804,False
chr18,63280000,63281000,860798,False
chrX,19551000,19552000,2071624,False
chr11,17036000,17037000,300857,False
chr11,78653000,78654000,343148,False
chr14,73632000,73633000,600382,False
chr8,72242000,72243000,1916704,False
chr6,44850000,44851000,1654753,False
chr10,88073000,88074000,249992,False
chr15,44248000,44249000,642835,False
chr17,81920000,81921000,816517,False
chr7,135169000,135170000,1845895,False
chr11,69156000,69157000,334679,False
chr5,61603000,61604000,1525557,False
chr18,30175000,30176000,836460,False
chr12,112764000,112765000,471838,False
chr9,111712000,111713000,2036352,False
chr1,5789000,5790000,4285,False
chr8,2565000,2566000,1867040,False
chr2,190778000,190779000,1057613,False
chr5,111198000,111199000,1561137,False
chr15,40216000,40217000,639360,False
chr9,68354000,68355000,2002107,False
chr2,32036000,32037000,943859,False
chr14,45838000,45839000,578215,False
chr7,106027000,106028000,1823166,False
chrX,90333000,90334000,2103700,False
chr18,56036000,56037000,854954,False
chrX,136068000,136069000,2126110,False
chr22,43874000,43875000,1199339,False
chr2,76253000,76254000,978867,False
chr6,9785000,9786000,1624270,False
chr11,59084000,59085000,325952,False
chr11,84905000,84906000,347408,False
chr6,161924000,161925000,1738304,False
chr10,1671000,1672000,185450,False
chr18,11489000,11490000,826671,False
chr20,60976000,60977000,1146323,False
chr9,6001000,6002000,1977610,False
chr7,116948000,116949000,1831549,False
chr14,43400000,43401000,576740,False
chr4,77791000,77792000,1404891,False
chr13,114052000,114053000,559318,False
chr6,155487000,155488000,1732879,False
chr9,17815000,17816000,1985365,False
chr12,27960000,27961000,407621,False
chrX,149009000,149010000,2131296,False
chr1,32547000,32548000,28000,False
chr13,104920000,104921000,552071,False
chr14,41079000,41080000,575538,False
chr14,92398000,92399000,614377,False
chr4,160445000,160446000,1462306,False
chr10,76160000,76161000,241019,False
chr3,135458000,135459000,1304183,False
chr14,102787000,102788000,623278,False
chr7,54791000,54792000,1788845,False
chr8,121355000,121356000,1953319,False
chr11,34427000,34428000,312950,False
chr13,50142000,50143000,514275,False
chrX,120316000,120317000,2117852,False
chr8,81279000,81280000,1923380,False
chr16,12067000,12068000,700572,False
chr11,48163000,48164000,322805,False
chr3,22873000,22874000,1222370,False
chr9,114456000,114457000,2038794,False
chr3,21673000,21674000,1221699,False
chr5,33542000,33543000,1506942,False
chr21,28364000,28365000,1159823,False
chr12,2063000,2064000,387038,False
chr15,76232000,76233000,669602,False
chr15,96764000,96765000,686425,False
chrX,151602000,151603000,2132903,False
chr5,9834000,9835000,1490024,False
chr5,165497000,165498000,1602736,True
chr13,36820000,36821000,503592,False
chr14,74611000,74612000,601253,True
chr3,111789000,111790000,1285247,False
chr16,82194000,82195000,743935,False
chr10,23332000,23333000,203289,False
chr14,59483000,59484000,588592,False
chr2,188401000,188402000,1055712,False
chr17,32814000,32815000,774436,False
chr7,35478000,35479000,1773692,False
chr10,7985000,7986000,190863,False
chr13,25786000,25787000,494592,False
chr1,228517000,228518000,166898,False
chr6,6481000,6482000,1621501,False
chr4,108178000,108179000,1426201,False
chr3,93868000,93869000,1272965,False
chr11,12468000,12469000,297221,False
chr8,68587000,68588000,1913840,False
chr4,55098000,55099000,1390546,False
chr19,52149000,52150000,913176,False
chr10,58278000,58279000,226403,False
chr7,87782000,87783000,1808725,False
chr3,98808000,98809000,1275821,False
chr1,174914000,174915000,122711,False
chr12,43142000,43143000,416559,False
chr4,118158000,118159000,1432940,False
chr1,190406000,190407000,135253,False
chr3,110612000,110613000,1284407,False
chr1,68047000,68048000,58476,False
chr22,43844000,43845000,1199314,False
chr11,115502000,115503000,369361,True
chr10,4976000,4977000,188221,False
chr15,27567000,27568000,630386,False
chr11,119449000,119450000,372766,False
chr5,181282000,181283000,1615805,False
chr17,735000,736000,751588,False
chr17,40963000,40964000,781000,False
chr11,14088000,14089000,298568,False
chr4,58984000,58985000,1393188,False
chr7,148000,149000,1745386,False
chr12,54759000,54760000,426553,False
chr5,2967000,2968000,1484700,False
chr20,18888000,18889000,1113592,False
chr12,11619000,11620000,394865,False
chr17,56023000,56024000,793122,False
chr10,45873000,45874000,218476,False
chr2,32304000,32305000,944095,False
chr5,51755000,51756000,1517593,False
chr6,11035000,11036000,1625334,False
chr1,70245000,70246000,60056,False
chr6,17628000,17629000,1631405,False
chr20,32890000,32891000,1121805,False
chr21,39190000,39191000,1169091,False
chr19,56125000,56126000,916298,False
chrX,49972000,49973000,2088383,False
chr1,214123000,214124000,154832,True
chr3,151503000,151504000,1316820,False
chr18,71430000,71431000,865827,False
chr8,121803000,121804000,1953710,False
chr10,8022000,8023000,190896,False
chr3,82883000,82884000,1268710,False
chr21,23039000,23040000,1156232,False
chr13,46961000,46962000,511767,False
chr7,154657000,154658000,1861093,False
chr8,28824000,28825000,1886039,False
chr2,20396000,20397000,934200,False
chr5,155464000,155465000,1595797,False
chr13,92876000,92877000,542539,False
chr6,12567000,12568000,1626747,False
chr6,83186000,83187000,1678789,False
chr6,100955000,100956000,1690358,False
chr6,111535000,111536000,1698428,False
chr2,124138000,124139000,1008496,False
chr20,43915000,43916000,1131275,True
chr1,150316000,150317000,102060,False
chr3,171351000,171352000,1331666,False
chr12,1970000,1971000,386954,False
chr12,16062000,16063000,398664,False
chr1,175597000,175598000,123311,False
chr13,61944000,61945000,521460,False
chr11,24294000,24295000,305871,False
chr20,61445000,61446000,1146716,False
chr3,81933000,81934000,1268197,False
chr1,174609000,174610000,122456,False
chr14,27372000,27373000,565379,False
chr12,16132000,16133000,398722,False
chr10,28093000,28094000,207048,False
chr2,157182000,157183000,1031653,False
chr4,48321000,48322000,1387157,False
chr16,24987000,24988000,710262,False
chr10,43304000,43305000,216455,True
chr3,164059000,164060000,1326449,False
chr17,54497000,54498000,791947,False
chr6,116268000,116269000,1701878,False
chr3,87659000,87660000,1271272,False
chr6,102786000,102787000,1691375,False
chr14,49734000,49735000,580338,False
chr16,15595000,15596000,703360,False
chr2,193444000,193445000,1059556,False
chr19,28793000,28794000,893260,True
chr21,22540000,22541000,1155962,False
chr4,157049000,157050000,1460019,False
chr17,47785000,47786000,786764,False
chr13,89951000,89952000,540460,False
chr4,131388000,131389000,1441987,False
chr6,43276000,43277000,1653313,True
chr17,79897000,79898000,814647,False
chrX,120467000,120468000,2117961,False
